id,year,items_count,steam_id,playtime_forever,playtime_2weeks,item_id,posted_year,sentiment_analysis
70.0,1998,88,76561198007463920,35,0,620.0,2015.0,2
70.0,1998,88,76561198007463920,35,0,12210.0,2014.0,2
70.0,1998,88,76561198007463920,35,0,261570.0,2015.0,2
70.0,1998,88,76561198007463920,35,0,206420.0,2015.0,2
70.0,1998,88,76561198007463920,35,0,264380.0,2014.0,2
70.0,1998,333,76561198054627970,367,0,8190.0,2015.0,2
70.0,1998,333,76561198054627970,367,0,17460.0,2014.0,2
70.0,1998,333,76561198054627970,367,0,261030.0,2014.0,2
70.0,1998,333,76561198054627970,367,0,208200.0,2013.0,2
70.0,1998,333,76561198054627970,367,0,17510.0,2013.0,2
70.0,1998,333,76561198054627970,367,0,200710.0,2013.0,2
70.0,1998,81,76561198092968810,296,0,440.0,2014.0,2
70.0,1998,81,76561198092968810,296,0,1840.0,2014.0,0
70.0,1998,138,76561198046583586,31,0,218620.0,,2
70.0,1998,138,76561198046583586,31,0,346010.0,2015.0,0
70.0,1998,138,76561198046583586,31,0,333930.0,2015.0,2
70.0,1998,138,76561198046583586,31,0,295110.0,,0
70.0,1998,138,76561198046583586,31,0,20500.0,2014.0,0
70.0,1998,138,76561198046583586,31,0,220200.0,2014.0,2
70.0,1998,138,76561198046583586,31,0,327890.0,2014.0,2
70.0,1998,138,76561198046583586,31,0,24240.0,2014.0,2
70.0,1998,138,76561198046583586,31,0,730.0,2014.0,0
70.0,1998,138,76561198046583586,31,0,221100.0,2014.0,0
70.0,1998,335,76561198090091681,0,0,8930.0,2014.0,2
70.0,1998,335,76561198090091681,0,0,290080.0,,0
70.0,1998,335,76561198090091681,0,0,570.0,2015.0,0
70.0,1998,335,76561198090091681,0,0,221100.0,2014.0,2
70.0,1998,335,76561198090091681,0,0,322500.0,,2
70.0,1998,335,76561198090091681,0,0,335300.0,2015.0,0
70.0,1998,335,76561198090091681,0,0,437220.0,,0
70.0,1998,335,76561198090091681,0,0,318600.0,,2
70.0,1998,335,76561198090091681,0,0,295110.0,2015.0,2
70.0,1998,335,76561198090091681,0,0,260230.0,2014.0,2
70.0,1998,53,76561198061175850,0,0,1840.0,2015.0,2
70.0,1998,53,76561198061175850,0,0,105600.0,2014.0,2
70.0,1998,53,76561198061175850,0,0,332800.0,2014.0,2
70.0,1998,53,76561198061175850,0,0,319510.0,2014.0,2
70.0,1998,53,76561198061175850,0,0,354140.0,2015.0,2
70.0,1998,122,76561198079529917,227,0,265630.0,2014.0,2
70.0,1998,122,76561198079529917,227,0,280790.0,2015.0,2
70.0,1998,353,76561198041284313,146,0,72850.0,2014.0,2
70.0,1998,353,76561198041284313,146,0,104900.0,2014.0,2
70.0,1998,353,76561198041284313,146,0,232810.0,2015.0,0
70.0,1998,353,76561198041284313,146,0,4000.0,2013.0,2
70.0,1998,72,76561198070899741,179,0,252490.0,2014.0,2
70.0,1998,72,76561198070899741,179,0,302830.0,2015.0,2
70.0,1998,152,76561198048071206,944,0,228380.0,2014.0,2
70.0,1998,152,76561198048071206,944,0,4000.0,2012.0,2
70.0,1998,314,76561198048188578,70,0,55230.0,2013.0,2
70.0,1998,314,76561198048188578,70,0,253430.0,,2
70.0,1998,314,76561198048188578,70,0,4000.0,2012.0,2
70.0,1998,110,76561198068567051,222,0,404480.0,2015.0,2
70.0,1998,110,76561198068567051,222,0,304930.0,2014.0,2
70.0,1998,110,76561198068567051,222,0,8190.0,2013.0,2
70.0,1998,31,76561198100665500,0,0,376200.0,,2
70.0,1998,251,76561198044060397,334,0,354240.0,2015.0,2
70.0,1998,251,76561198044060397,334,0,263420.0,2014.0,2
70.0,1998,251,76561198044060397,334,0,242680.0,2014.0,2
70.0,1998,83,76561198071681706,767,0,239140.0,,2
70.0,1998,83,76561198071681706,767,0,250340.0,2014.0,2
70.0,1998,216,76561198044117893,93,0,242760.0,2014.0,0
70.0,1998,38,76561198036567967,453,0,261030.0,,2
70.0,1998,216,76561198045318886,384,0,359410.0,,2
70.0,1998,216,76561198045318886,384,0,24240.0,,0
70.0,1998,216,76561198045318886,384,0,274900.0,,0
70.0,1998,216,76561198045318886,384,0,335240.0,2015.0,2
70.0,1998,216,76561198045318886,384,0,252490.0,2015.0,0
70.0,1998,152,76561198065451459,43,0,235800.0,2013.0,2
70.0,1998,74,76561198058251735,723,0,15120.0,2015.0,0
70.0,1998,183,76561198073418523,9,0,264200.0,2015.0,0
70.0,1998,97,76561198059589725,192,0,4000.0,2014.0,2
70.0,1998,190,76561198049612544,139,0,570.0,2013.0,0
70.0,1998,190,76561198049612544,139,0,107410.0,2013.0,2
70.0,1998,165,76561198065247420,28,0,298630.0,2015.0,2
70.0,1998,165,76561198065247420,28,0,239800.0,2015.0,2
70.0,1998,165,76561198065247420,28,0,304930.0,2015.0,2
70.0,1998,165,76561198065247420,28,0,219150.0,2015.0,2
70.0,1998,165,76561198065247420,28,0,208090.0,2014.0,2
70.0,1998,212,76561198001760863,80,0,39200.0,,2
70.0,1998,212,76561198001760863,80,0,730.0,2014.0,2
70.0,1998,212,76561198001760863,80,0,239350.0,2015.0,0
70.0,1998,212,76561198001760863,80,0,271290.0,2014.0,2
70.0,1998,78,76561198095918950,181,0,48700.0,2015.0,2
70.0,1998,78,76561198095918950,181,0,218230.0,2013.0,0
70.0,1998,99,76561198086526864,1210,0,209870.0,2013.0,2
70.0,1998,99,76561198086526864,1210,0,224580.0,2013.0,0
70.0,1998,99,76561198086526864,1210,0,500.0,2013.0,2
70.0,1998,133,76561198081716006,499,0,440.0,2014.0,0
70.0,1998,38,76561198095217150,265,0,730.0,2015.0,2
70.0,1998,38,76561198095217150,265,0,218620.0,2015.0,2
70.0,1998,517,76561198042120945,220,0,205350.0,2015.0,2
70.0,1998,517,76561198042120945,220,0,218060.0,2014.0,2
70.0,1998,517,76561198042120945,220,0,306020.0,2015.0,2
70.0,1998,517,76561198042120945,220,0,220.0,2013.0,2
70.0,1998,517,76561198042120945,220,0,49520.0,,2
70.0,1998,517,76561198042120945,220,0,310370.0,2015.0,2
70.0,1998,517,76561198042120945,220,0,363970.0,2015.0,2
70.0,1998,517,76561198042120945,220,0,12900.0,2013.0,2
70.0,1998,43,76561198069400532,617,0,304930.0,,2
70.0,1998,43,76561198046020863,260,0,265630.0,,2
70.0,1998,64,76561198071042350,335,0,377160.0,2015.0,2
70.0,1998,64,76561198071042350,335,0,49520.0,2015.0,2
70.0,1998,64,76561198071042350,335,0,570.0,2015.0,2
70.0,1998,64,76561198071042350,335,0,4000.0,2015.0,2
70.0,1998,51,76561198066104856,5,0,440.0,2014.0,2
70.0,1998,242,76561198067771720,156,0,236430.0,2014.0,0
70.0,1998,100,76561198083390406,952,0,239140.0,2015.0,0
70.0,1998,50,76561198065381688,62,0,730.0,,2
70.0,1998,50,76561198065381688,62,0,377160.0,2015.0,2
70.0,1998,50,76561198065381688,62,0,252490.0,2015.0,2
70.0,1998,50,76561198065381688,62,0,440.0,2012.0,2
70.0,1998,147,76561198085916165,65,0,22320.0,2014.0,2
70.0,1998,147,76561198085916165,65,0,550.0,2013.0,2
70.0,1998,147,76561198085916165,65,0,400.0,2014.0,2
70.0,1998,77,76561197994404698,1274,0,70.0,,2
70.0,1998,77,76561197994404698,1274,0,234140.0,,2
70.0,1998,77,76561197994404698,1274,0,218230.0,2013.0,2
70.0,1998,77,76561197994404698,1274,0,43160.0,2013.0,2
70.0,1998,77,76561197994404698,1274,0,8870.0,2013.0,2
70.0,1998,77,76561197994404698,1274,0,205100.0,2013.0,2
70.0,1998,77,76561197994404698,1274,0,13230.0,2012.0,2
70.0,1998,77,76561197994404698,1274,0,440.0,2011.0,2
70.0,1998,133,76561198063578348,10,0,207610.0,2014.0,2
70.0,1998,112,76561198096443555,64,0,730.0,2015.0,2
70.0,1998,112,76561198096443555,64,0,221100.0,2014.0,2
70.0,1998,112,76561198096443555,64,0,227940.0,2014.0,2
70.0,1998,112,76561198096443555,64,0,263540.0,2014.0,2
70.0,1998,112,76561198096443555,64,0,295110.0,2015.0,2
70.0,1998,112,76561198096443555,64,0,242860.0,,2
70.0,1998,112,76561198096443555,64,0,241930.0,2014.0,0
70.0,1998,112,76561198096443555,64,0,252490.0,2014.0,2
70.0,1998,132,76561198071330654,254,0,444090.0,,2
70.0,1998,132,76561198071330654,254,0,57300.0,2014.0,0
70.0,1998,373,76561197992729547,517,0,307780.0,2015.0,2
70.0,1998,373,76561197992729547,517,0,232090.0,2015.0,2
70.0,1998,373,76561197992729547,517,0,332800.0,2014.0,2
70.0,1998,228,76561198056094033,1012,0,271590.0,2015.0,2
70.0,1998,228,76561198056094033,1012,0,49520.0,2013.0,2
70.0,1998,60,76561198079190107,77,0,222880.0,2014.0,2
70.0,1998,211,76561198068831727,324,0,7670.0,2015.0,2
70.0,1998,211,76561198068831727,324,0,238460.0,2015.0,2
70.0,1998,211,76561198068831727,324,0,230410.0,2015.0,2
70.0,1998,211,76561198068831727,324,0,227300.0,2015.0,0
70.0,1998,211,76561198068831727,324,0,8850.0,2015.0,2
70.0,1998,211,76561198068831727,324,0,8870.0,2015.0,2
70.0,1998,211,76561198068831727,324,0,286100.0,2014.0,2
70.0,1998,73,76561198052266063,1235,0,265930.0,,0
70.0,1998,73,76561198052266063,1235,0,22330.0,2015.0,2
70.0,1998,164,76561198029595343,52,0,108600.0,2014.0,2
70.0,1998,206,76561198044123709,0,0,219740.0,2014.0,2
70.0,1998,206,76561198044123709,0,0,218620.0,2013.0,2
70.0,1998,273,76561198059034728,567,0,206440.0,2015.0,0
70.0,1998,273,76561198059034728,567,0,307070.0,2015.0,2
70.0,1998,273,76561198059034728,567,0,313340.0,2014.0,2
70.0,1998,273,76561198059034728,567,0,236090.0,2014.0,2
70.0,1998,409,76561198043206573,0,0,34900.0,,2
70.0,1998,409,76561198043206573,0,0,331600.0,2015.0,0
70.0,1998,409,76561198043206573,0,0,211420.0,2014.0,2
70.0,1998,68,76561198069063361,20,0,440.0,2012.0,2
70.0,1998,126,76561198047923968,147,0,221100.0,2015.0,2
70.0,1998,126,76561198047923968,147,0,4000.0,2014.0,2
70.0,1998,64,76561198070174597,46,0,250260.0,2015.0,2
70.0,1998,425,76561198050631144,35,0,248650.0,2013.0,2
70.0,1998,425,76561198050631144,35,0,232090.0,2015.0,0
70.0,1998,77,76561198045470612,373,0,221040.0,2015.0,2
70.0,1998,77,76561198045470612,373,0,382890.0,,2
70.0,1998,77,76561198045470612,373,0,287290.0,2015.0,0
70.0,1998,57,76561198072194204,391,0,212680.0,2015.0,2
70.0,1998,57,76561198072194204,391,0,305620.0,2015.0,2
70.0,1998,57,76561198072194204,391,0,391540.0,2015.0,2
70.0,1998,57,76561198072194204,391,0,219640.0,2015.0,0
70.0,1998,57,76561198072194204,391,0,440.0,2015.0,2
70.0,1998,57,76561198072194204,391,0,319510.0,2014.0,0
70.0,1998,57,76561198072194204,391,0,8930.0,2014.0,0
70.0,1998,57,76561198072194204,391,0,219740.0,2014.0,2
70.0,1998,57,76561198072194204,391,0,570.0,2014.0,2
70.0,1998,43,76561198073442654,489,0,265210.0,2014.0,2
70.0,1998,43,76561198073442654,489,0,22380.0,2014.0,2
70.0,1998,136,76561198077119864,121,0,440.0,2014.0,2
70.0,1998,67,76561198064646436,844,0,220.0,2014.0,2
70.0,1998,67,76561198064646436,844,0,265930.0,2014.0,2
70.0,1998,67,76561198064646436,844,0,4920.0,2013.0,2
70.0,1998,80,76561198044052424,532,0,113200.0,2012.0,2
70.0,1998,92,76561198062533699,88,0,301520.0,,2
70.0,1998,92,76561198062533699,88,0,201790.0,2015.0,2
70.0,1998,23,76561198014374726,66,0,218620.0,2014.0,2
70.0,1998,23,76561198014374726,66,0,730.0,2015.0,0
70.0,1998,23,76561198014374726,66,0,4000.0,2014.0,2
70.0,1998,329,76561198060177221,17,0,200510.0,,2
70.0,1998,329,76561198060177221,17,0,427810.0,,0
70.0,1998,329,76561198060177221,17,0,250520.0,,0
70.0,1998,329,76561198060177221,17,0,262790.0,,0
70.0,1998,329,76561198060177221,17,0,388880.0,,2
70.0,1998,329,76561198060177221,17,0,268500.0,,2
70.0,1998,329,76561198060177221,17,0,407900.0,,2
70.0,1998,329,76561198060177221,17,0,8870.0,,0
70.0,1998,329,76561198060177221,17,0,45100.0,2015.0,2
70.0,1998,329,76561198060177221,17,0,228260.0,2015.0,2
70.0,1998,42,76561198069934081,71,0,40700.0,2013.0,2
70.0,1998,219,76561198059167447,1285,0,107410.0,2013.0,2
70.0,1998,250,76561198049452334,954,0,238210.0,2015.0,2
70.0,1998,410,76561198013350920,0,0,348290.0,2015.0,2
70.0,1998,410,76561198013350920,0,0,293900.0,2014.0,2
70.0,1998,410,76561198013350920,0,0,444860.0,,2
70.0,1998,410,76561198013350920,0,0,379720.0,,2
70.0,1998,410,76561198013350920,0,0,247080.0,2014.0,2
70.0,1998,410,76561198013350920,0,0,63660.0,,2
70.0,1998,410,76561198013350920,0,0,275850.0,,2
70.0,1998,410,76561198013350920,0,0,287980.0,,2
70.0,1998,410,76561198013350920,0,0,351510.0,2015.0,2
70.0,1998,235,76561198087912023,5350,0,221640.0,2013.0,2
70.0,1998,235,76561198087912023,5350,0,440.0,2013.0,2
70.0,1998,235,76561198087912023,5350,0,211420.0,2015.0,0
70.0,1998,25,76561197991992793,17,0,42700.0,,2
70.0,1998,256,76561198047912892,290,0,273350.0,2015.0,2
70.0,1998,196,76561198041059574,678,0,242760.0,2014.0,2
70.0,1998,196,76561198041059574,678,0,307880.0,,2
70.0,1998,196,76561198041059574,678,0,261030.0,2013.0,2
70.0,1998,196,76561198041059574,678,0,437220.0,,2
70.0,1998,196,76561198041059574,678,0,239140.0,,2
70.0,1998,196,76561198041059574,678,0,391540.0,2015.0,2
70.0,1998,196,76561198041059574,678,0,364690.0,2015.0,0
70.0,1998,196,76561198041059574,678,0,239200.0,2015.0,0
70.0,1998,435,76561198128120590,2649,0,239820.0,2015.0,2
70.0,1998,435,76561198128120590,2649,0,72850.0,2014.0,0
70.0,1998,435,76561198128120590,2649,0,255710.0,,2
70.0,1998,435,76561198128120590,2649,0,379720.0,,2
70.0,1998,435,76561198128120590,2649,0,377160.0,2015.0,2
70.0,1998,286,76561198070346058,344,0,4000.0,2013.0,2
70.0,1998,175,76561198041334255,226,0,252490.0,2014.0,2
70.0,1998,175,76561198041334255,226,0,570.0,2014.0,2
70.0,1998,56,76561198031157838,0,0,4000.0,2015.0,2
70.0,1998,56,76561198031157838,0,0,10180.0,,2
70.0,1998,56,76561198031157838,0,0,259080.0,,2
70.0,1998,56,76561198031157838,0,0,15320.0,,0
70.0,1998,42,76561198107024044,104,0,207610.0,2015.0,2
70.0,1998,42,76561198107024044,104,0,304930.0,2014.0,0
70.0,1998,42,76561198107024044,104,0,730.0,2014.0,2
70.0,1998,146,76561198042064814,392,0,113200.0,2014.0,2
70.0,1998,146,76561198042064814,392,0,213670.0,2014.0,2
70.0,1998,137,76561198042809822,333,0,105600.0,2013.0,2
70.0,1998,137,76561198042809822,333,0,49520.0,2014.0,2
70.0,1998,375,76561198066501468,0,0,204450.0,2015.0,2
70.0,1998,375,76561198066501468,0,0,212800.0,2013.0,0
70.0,1998,375,76561198066501468,0,0,219640.0,2012.0,2
70.0,1998,29,76561198098811838,1210,0,230290.0,,0
70.0,1998,29,76561198098811838,1210,0,4000.0,,2
70.0,1998,29,76561198098811838,1210,0,72850.0,,2
70.0,1998,72,76561198066985093,0,0,221100.0,2013.0,2
70.0,1998,377,76561198057637896,622,0,261180.0,2014.0,2
70.0,1998,86,76561198045351485,1625,0,322170.0,2015.0,2
